Locustag	begin	end	length	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0385	408954	409931	978	+	408954	409931	978	ORF	similar to B. subtilis IolC protein and to fructokinase	hypothetical protein - RAST_Product: 5-keto-2-deoxygluconokinase (EC 2.7.1.92)	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	Operon_065	Carbohydrate transport and metabolism	ATG	 
lmo0386	409944	411860	1917	+	409944	411860	1917	ORF	similar to B. subtilis IolD protein, to acetolactate synthase	hypothetical protein	Epi-inositol hydrolase (EC 3.7.1.-)	Operon_065	Amino acid transport and metabolism	GTG	 
lmo0387	411992	412363	372	+	411992	412363	372	ORF	similar to B. subtilis YhdG protein	hypothetical protein - RAST_Product: FIG00774639: hypothetical protein	FIG00774639: hypothetical protein	Operon_066	Function unknown	ATG	 
lmo0388	412457	412825	369	+	412457	412825	369	ORF	lmo0388	hypothetical protein - RAST_Product: FIG00774531: hypothetical protein	FIG00774531: hypothetical protein	Operon_066	Not in COGs	ATG	 
lmo0389	412849	413964	1116	-	412849	413964	1116	ORF		low temperature requirement protein A	Low temperature requirement protein A		Function unknown	GTG	 
lmo0390	414095	414760	666	+	414095	414760	666	ORF	"similar to uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine"	uracil-DNA glycosylase	Uracil-DNA glycosylase, family 1		Replication, recombination and repair	ATG	 
lmo0391	414928	415227	300	+	414928	415227	300	ORF	lmo0391	hypothetical protein - RAST_Product: FIG00774566: hypothetical protein	FIG00774566: hypothetical protein	Operon_067	Posttranslational modification, protein turnover, chaperones	TTG	 
lmo0392	415224	416168	945	+	415224	416168	945	ORF	highly similar to B. subtilis YqfA protein	hypothetical protein - RAST_Product: DUF1432 domain-containing protein	DUF1432 domain-containing protein	Operon_067	Function unknown	ATG	 
lmo0393	416203	416652	450	+	416203	416652	450	ORF	lmo0393	hypothetical protein - RAST_Product: FIG00774100: hypothetical protein	FIG00774100: hypothetical protein	Operon_067	Not in COGs	ATG	 
lmo0394	416796	417479	684	+	416796	417479	684	ORF	similar to L. monocytogenes extracellular P60 protein	hypothetical protein	peptidoglycan lytic protein P45		Cell wall/membrane biogenesis	TTG	 
lmo0395	417535	417960	426	+	417535	417960	426	ORF	weakly similar to blasticidin S-acetyltransferase	hypothetical protein - RAST_Product: acetyltransferase, GNAT family	acetyltransferase, GNAT family		"Transcription; General function prediction only;"	ATG	 
lmo0396	417963	418763	801	-	417963	418763	801	ORF	"similar to 1-pyrroline-5-carboxylate reductase (ProC); catalyzes the formation of L-proline from pyrroline-5-carboxylate"	pyrroline-5-carboxylate reductase	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)		Amino acid transport and metabolism	ATG	 
lmo0397	418891	419373	483	+	418891	419373	483	ORF		hypothetical protein - RAST_Product: FIG00774136: hypothetical protein	FIG00774136: hypothetical protein		Function unknown	ATG	 
lmo0398	419544	420002	459	+	419544	420002	459	ORF	similar to phosphotransferase system enzyme IIA	hypothetical protein - RAST_Product: PTS system, IIA component	PTS system, IIA component	Operon_068	"Carbohydrate transport and metabolism; Signal transduction mechanisms;"	ATG	 
lmo0399	419999	420331	333	+	419999	420331	333	ORF	similar to fructose-specific phosphotransferase enzyme IIB	hypothetical protein - RAST_Product: PTS system, IIB component	PTS system, IIB component	Operon_068	Carbohydrate transport and metabolism	ATG	 
lmo0400	420335	421447	1113	+	420335	421447	1113	ORF	similar to fructose-specific phosphotransferase enzyme IIC	hypothetical protein - RAST_Product: PTS system, fructose-specific, IIC component	PTS system, fructose-specific, IIC component	Operon_068	Carbohydrate transport and metabolism	ATG	 
lmo0401	421469	424096	2628	+	421469	424096	2628	ORF	highly similar to E. col YbgG protein, a putative sugar hydrolase	alpha-mannosidase	Alpha-mannosidase (EC 3.2.1.24)	Operon_068	Carbohydrate transport and metabolism	ATG	 
lmo0402	424130	426064	1935	+	424130	426064	1935	ORF	similar to transcriptional antiterminator (BglG family)	hypothetical protein - RAST_Product: PRD/PTS system IIA 2 domain protein	PRD/PTS system IIA 2 domain protein	Operon_068	"Transcription; Carbohydrate transport and metabolism;"	ATG	 
lmo0403	426190	426606	417	+	426190	426606	417	ORF	lmo0403	hypothetical protein - RAST_Product: FIG00774247: hypothetical protein	FIG00774247: hypothetical protein	Operon_069	Not in COGs	ATG	 
lmo0404	426597	426995	399	+	426597	426995	399	ORF	lmo0404	hypothetical protein - RAST_Product: FIG00774624: hypothetical protein	FIG00774624: hypothetical protein	Operon_069	Not in COGs	ATG	 
lmo0405	427104	428111	1008	+	427104	428111	1008	ORF	similar to phosphate transport protein	hypothetical protein - RAST_Product: Probable low-affinity inorganic phosphate transporter	Probable low-affinity inorganic phosphate transporter	Operon_070	Inorganic ion transport and metabolism	ATG	 
lmo0406	428127	428507	381	+	428127	428507	381	ORF	similar to B. subtilis YyaH protein	hypothetical protein - RAST_Product: Possible glyoxylase family protein (Lactoylglutathione lyase) (EC 4.4.1.5)	Possible glyoxylase family protein (Lactoylglutathione lyase) (EC 4.4.1.5)	Operon_070	Amino acid transport and metabolism	ATG	 
lmo0407	428576	428968	393	+	428576	428968	393	ORF	lmo0407	hypothetical protein - RAST_Product: FIG00774041: hypothetical protein	FIG00774041: hypothetical protein	Operon_070	Function unknown	ATG	 
lmo0408	428981	429403	423	+	428981	429403	423	ORF	lmo0408	hypothetical protein - RAST_Product: FIG00774518: hypothetical protein	FIG00774518: hypothetical protein	Operon_070	Function unknown	ATG	 
lmo0409	429630	432095	2466	+	429630	432095	2466	ORF	similar to internalin, peptidoglycan bound protein (LPxTG motif)	hypothetical protein - RAST_Product: Internalin-like protein (LPXTG motif) Lmo0409 homolog	Internalin-like protein (LPXTG motif) Lmo0409 homolog		Cell wall/membrane biogenesis	ATG	 
lmo0410	432143	433249	1107	-	432143	433249	1107	ORF		Pseudo-gene or RefSeq provisional			Not in COGs	ACA	 
lmo0411	433153	434745	1593	-	433153	434745	1593	ORF	"similar to phosphoenolpyruvate synthase (N-terminal part); catalyzes the formation of phosphoenolpyruvate from pyruvate"	phosphoenolpyruvate synthase	Phosphoenolpyruvate synthase (EC 2.7.9.2)	Operon_071	Carbohydrate transport and metabolism	ATG	 
lmo0412	434945	435817	873	-	434945	435817	873	ORF	lmo0412	hypothetical protein	FIG00774089: hypothetical protein		Not in COGs	ATG	 
lmo0413	436161	436352	192	+	436161	436352	192	ORF	lmo0413	hypothetical protein - RAST_Product: FIG00774444: hypothetical protein	FIG00774444: hypothetical protein	Operon_072	Not in COGs	ATG	 
lmo0414	436379	437188	810	+	436379	437188	810	ORF		hypothetical protein - RAST_Product: Metal transporter, ZIP family	Metal transporter, ZIP family	Operon_072	Inorganic ion transport and metabolism	TTG	 
lmo0415	437482	438882	1401	+	437482	438882	1401	ORF	similar to endo-1,4-beta-xylanase	hypothetical protein	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)		Cell wall/membrane biogenesis	GTG	 
lmo0416	439009	439212	204	+	439009	439212	204	ORF	similar to putative transcription regulator	hypothetical protein - RAST_Product: DNA-binding protein	DNA-binding protein		Transcription	TTG	 
lmo0417	439214	439624	411	+	439214	439624	411	ORF	lmo0417	hypothetical protein - RAST_Product: FIG00774627: hypothetical protein	FIG00774627: hypothetical protein		Not in COGs	ATG	 
lmo0418	439677	439976	300	-	439677	439976	300	ORF	lmo0418	hypothetical protein - RAST_Product: FIG00774772: hypothetical protein	FIG00774772: hypothetical protein	Operon_073	Replication, recombination and repair	ATG	 
lmo0419	440056	440610	555	-	440056	440610	555	ORF		hypothetical protein - RAST_Product: membrane protein	membrane protein	Operon_073	Function unknown	TTG	 
lmo0420	440758	441570	813	+	440758	441570	813	ORF		hypothetical protein - RAST_Product: Cof-like hydrolase	Cof-like hydrolase		General function prediction only	ATG	 
lmo0421	441622	442872	1251	-	441622	442872	1251	ORF	similar to rod shape-determining protein RodA	hypothetical protein - RAST_Product: Cell division protein FtsW	Cell division protein FtsW	Operon_074	Cell cycle control, mitosis and meiosis	ATG	 
lmo0422	442869	443300	432	-	442869	443300	432	ORF	part of sigC operon that is induced by temperature upshift	lineage-specific thermal regulator protein	Transcriptional regulator, PadR family	Operon_074	Transcription	ATG	 
lmo0423	443303	443851	549	-	443303	443851	549	ORF	"similar to RNA polymerase ECF-type sigma factor; part of sigC operon induced by temperature upshift"	RNA polymerase factor sigma C	RNA polymerase sigma-70 factor, ECF subfamily	Operon_074	Transcription	ATG	 
lmo0424	444031	444888	858	-	444031	444888	858	ORF	similar to Staphylococcus xylosus glucose uptake protein	hypothetical protein - RAST_Product: sugar transporter	sugar transporter		Carbohydrate transport and metabolism	ATG	 
lmo0425	445049	447010	1962	+	445049	447010	1962	ORF	similar to transcription antiterminator BglG family	hypothetical protein - RAST_Product: PRD/PTS system regulatory domain protein	PRD/PTS system regulatory domain protein	Operon_075	"Transcription; Carbohydrate transport and metabolism; Signal transduction mechanisms;"	ATG	 
lmo0426	447010	447474	465	+	447010	447474	465	ORF	similar to PTS fructose-specific enzyme IIA component	hypothetical protein - RAST_Product: PTS system, fructose-specific IIA component (EC 2.7.1.69)	PTS system, fructose-specific IIA component (EC 2.7.1.69)	Operon_075	"Carbohydrate transport and metabolism; Signal transduction mechanisms;"	ATG	 
lmo0427	447471	447791	321	+	447471	447791	321	ORF	similar to PTS fructose-specific enzyme IIB component	hypothetical protein - RAST_Product: PTS system, fructose-specific IIB component (EC 2.7.1.69)	PTS system, fructose-specific IIB component (EC 2.7.1.69)	Operon_075	Carbohydrate transport and metabolism	ATG	 
lmo0428	447804	448910	1107	+	447804	448910	1107	ORF	similar to PTS fructose-specific enzyme IIC component	hypothetical protein - RAST_Product: PTS system, IIC component	PTS system, IIC component	Operon_075	Carbohydrate transport and metabolism	ATG	 
lmo0429	448926	451508	2583	+	448926	451508	2583	ORF	similar to sugar hydrolase	hypothetical protein - RAST_Product: Alpha-mannosidase (EC 3.2.1.24)	Alpha-mannosidase (EC 3.2.1.24)	Operon_075	Carbohydrate transport and metabolism	ATG	 
lmo0430	451531	452406	876	-	451531	452406	876	ORF	similar to transcriptional regulator (LysR family)	hypothetical protein - RAST_Product: transcriptional regulator, LysR family	transcriptional regulator, LysR family		Transcription	ATG	 
lmo0431	452524	453093	570	+	452524	453093	570	ORF	similar to acetyltransferase	hypothetical protein - RAST_Product: Maltose O-acetyltransferase (EC 2.3.1.79)	Maltose O-acetyltransferase (EC 2.3.1.79)	Operon_076	General function prediction only	ATG	 
lmo0432	453107	453853	747	+	453107	453853	747	ORF	similar to oxidoreductase	hypothetical protein - RAST_Product: oxidoreductase, short-chain dehydrogenase/reductase family	oxidoreductase, short-chain dehydrogenase/reductase family	Operon_076	General function prediction only	ATG	 
lmo0433	454534	456936	2403	+	454534	456936	2403	ORF		internalin A	Internalin A (LPXTG motif)	Operon_077	Cell wall/membrane biogenesis	GTG	 
lmo0434	457021	458913	1893	+	457021	458913	1893	ORF		internalin B	Internalin B (GW modules)	Operon_077	Cell wall/membrane biogenesis	GTG	 
lmo0435	459681	465722	6042	+	459681	465722	6042	ORF		peptidoglycan binding protein	Putative peptidoglycan bound protein (LPXTG motif) Lmo0435 homolog		Not in COGs	TTG	 
lmo0436	465934	466419	486	-	465934	466419	486	ORF		hypothetical protein - RAST_Product: Rrf2 family transcriptional regulator, group III	Rrf2 family transcriptional regulator, group III		Transcription	TTG	 
lmo0437	466517	467362	846	+	466517	467362	846	ORF		hypothetical protein - RAST_Product: NADPH:quinone oxidoreductase 2 ## possible protective/detoxification role	NADPH:quinone oxidoreductase 2 ## possible protective/detoxification role		"Cell wall/membrane biogenesis; Carbohydrate transport and metabolism;"	ATG	 
lmo0438	467519	468136	618	+	467519	468136	618	ORF	lmo0438	hypothetical protein	FIG00775048: hypothetical protein		Not in COGs	GTG	 
lmo0439	468169	469437	1269	-	468169	469437	1269	ORF	weakly similar to a module of peptide synthetase	hypothetical protein - RAST_Product: Siderophore/Surfactin synthetase related protein	Siderophore/Surfactin synthetase related protein		General function prediction only	ATG	 
lmo0440	469575	470078	504	+	469575	470078	504	ORF	lmo0440	hypothetical protein - RAST_Product: FIG00774042: hypothetical protein	FIG00774042: hypothetical protein		Not in COGs	ATG	 
lmo0441	470122	472158	2037	-	470122	472158	2037	ORF	similar to penicillin-binding protein (D-alanyl-D-alanine carboxypeptidase)	hypothetical protein - RAST_Product: Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)		Cell wall/membrane biogenesis	ATG	 
lmo0442	472330	472644	315	+	472330	472644	315	ORF	lmo0442	hypothetical protein - RAST_Product: FIG00774675: hypothetical protein	FIG00774675: hypothetical protein		Not in COGs	ATG	 
lmo0443	472781	473710	930	+	472781	473710	930	ORF	similar to B. subtilis transcription regulator LytR	hypothetical protein - RAST_Product: Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F1 (as in PMID19099556)	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F1 (as in PMID19099556)		Transcription	ATG	 
lmo0444	473936	476716	2781	+	473936	476716	2781	ORF		hypothetical protein - RAST_Product: FIG00776024: hypothetical protein	FIG00776024: hypothetical protein		Function unknown	ATG	 
lmo0445	476960	478447	1488	+	476960	478447	1488	ORF	similar to transcription regulator	hypothetical protein - RAST_Product: FIG00775532: hypothetical protein	FIG00775532: hypothetical protein		Transcription	ATG	 
lmo0446	478721	479710	990	+	478721	479710	990	ORF	similar to penicillin acylase and to conjugated bile acid hydrolase	hypothetical protein - RAST_Product: Choloylglycine hydrolase	Choloylglycine hydrolase		Cell wall/membrane biogenesis	ATG	 
lmo0447	479765	481153	1389	+	479765	481153	1389	ORF	similar to glutamate decarboxylase	hypothetical protein - RAST_Product: Glutamate decarboxylase (EC 4.1.1.15)	Glutamate decarboxylase (EC 4.1.1.15)		Amino acid transport and metabolism	ATG	 
lmo0448	481250	482701	1452	+	481250	482701	1452	ORF	similar to amino acid antiporter	hypothetical protein - RAST_Product: Probable glutamate/gamma-aminobutyrate antiporter	Probable glutamate/gamma-aminobutyrate antiporter		Amino acid transport and metabolism	ATG	 
lmo0449	483166	483891	726	+	483166	483891	726	ORF	lmo0449	hypothetical protein - RAST_Product: membrane protein	membrane protein		Not in COGs	ATG	 
lmo0450	483934	484599	666	-	483934	484599	666	ORF		hypothetical protein - RAST_Product: FIG00774755: hypothetical protein	FIG00774755: hypothetical protein	Operon_078	Function unknown	ATG	 
lmo0451	484620	485375	756	-	484620	485375	756	ORF	lmo0451	hypothetical protein - RAST_Product: FIG00774112: hypothetical protein	FIG00774112: hypothetical protein	Operon_078	Signal transduction mechanisms	ATG	 
lmo0452	485493	487652	2160	-	485493	487652	2160	ORF		hypothetical protein - RAST_Product: FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	Operon_079	Amino acid transport and metabolism	ATG	 
lmo0453	487649	488797	1149	-	487649	488797	1149	ORF		hypothetical protein	FIG002343: hypothetical protein	Operon_079	General function prediction only	ATG	 
